"Lomas Parking Structure","Usage: Parking<br>Constructed: 1985<br>","35.086914,-106.616785",,building
"Manzanita Center","502 Cornell Dr. N.E.<br>Usage: Counselor Education<br>Constructed: 1963<br>ID: 70 MANZ","35.08487,-106.618458",,building
"Marron Hall","201 Yale Blvd. N.E.<br>Usage: Offices, Daily Lobo<br>Constructed: 1931 (expansion in 1941)<br>Architect: John Gaw Meem<br>Style: Pueblo Revival<br>ID: 9 MARN","35.08189,-106.622928",,building
"Masley Hall","2000f Las Lomas Rd. N.E.<br>Usage: Art Education<br>Constructed: 1963<br>Style: Pueblo Revival<br>ID: 68 MASLEY","35.085028,-106.619074",,building
"Masley Hall Art Gallery","2000f Las Lomas Rd. N.E.<br>ID: 68A","35.085028,-106.619074",,building
"Materiel Management (Records Management And Postal Services)","1128 University Blvd. N.E.<br>Usage: Records, postal services, surplus property<br>Constructed: 1962<br>ID: 262","35.093558,-106.624722",,building
"Mattox Sculpture Center","1524 Copper Ave. N.E.<br>Usage: Art Studios<br>Constructed: 1964<br>ID: 123 MATTOX","35.08247,-106.629019",,building
"Mechanical Engineering","200 University Blvd. N.E.<br>Usage: Mechanical Engineering<br>Constructed: 1978<br>ID: 122 MECH","35.082607,-106.625822",,building
"Mental Health Center: Administration  Activity","2600 Marble Ave Ne<br>Usage: Psycho Social Rehab<br>ID: 299B","35.090705,-106.616293",,building
"Mental Health Center: Inpatient","2600 Marble Ave Ne<br>ID: 299C","35.090246,-106.615958",,building
"Mental Health Center: Programs For Children","2600 Marble Ave Ne<br>ID: 299D","35.090118,-106.61554",,building
"Mental Health Center: Psycho Social Rehab","2600 Marble Ave Ne<br>ID: 299A","35.09017,-106.61511",,building
"Mesa Vista Hall","302 Cornell Dr. N.E.<br>Usage: Administration, History, Ethnic Studies, Financial Aid Office, Accessibility Resource Center, Office of the Registrar<br>Constructed: 1950<br>Architect: John Gaw Meem<br>Style: Pueblo Revival<br>ID: 56 MVH","35.084066,-106.618945",,building
"Meteoric Museum","221 Yale Blvd. N.E.<br>ID: 24B","35.083105,-106.622518",,building
"Mitchell Hall","401 Yale Blvd. N.E.<br>Usage: Classrooms<br>Constructed: 1950 (renovated 2009)<br>Architect: John Gaw Meem<br>Style: Pueblo Revival<br>Designations: LEED Silver (LEED Gold pending)<br>ID: 23 MITCH","35.084227,-106.622672",,building
"Multidisciplinary Research Facility","2705 Frontier Ave Ne<br>Usage: Health Science Programs<br>Constructed: 2008<br>ID: 215","35.090012,-106.614617",,building
"Naval Science","720 Yale Blvd. N.E.<br>Usage: Navy ROTC<br>Constructed: 1941<br>Architect: John Gaw Meem<br>Style: Pueblo Revival<br>ID: 151 NAVAL","35.087721,-106.621624",,building
"New Mexico Children&apos;s Psychiatric Center Administration Building","1001 Yale Blvd. N.E.<br>Constructed: 1975<br>ID: 236A CPHADM","35.092152,-106.621356",,building
"New Mexico Children&apos;s Psychiatric Center Brazos Cottage","1001 Yale Blvd. N.E.<br>ID: 239 CPHBRA","35.092844,-106.621287",,building
"New Mexico Children&apos;s Psychiatric Center Capitan Cottage","1001 Yale Blvd. N.E.<br>ID: 240 CPHCPT","35.093133,-106.621658",,building
"New Mexico Children&apos;s Psychiatric Center Chama Cottage","1001 Yale Blvd. N.E.<br>ID: 237 CPHCHA","35.092408,-106.622305",,building
"New Mexico Children&apos;s Psychiatric Center Cibola Cottage","1001 Yale Blvd. N.E.<br>ID: 242 CPHCIB","35.092177,-106.622353",,building
"New Mexico Children&apos;s Psychiatric Center Commons And Service Building","1001 Yale Blvd. N.E.<br>ID: 243 CPHCOM","35.093145,-106.621277",,building
"New Mexico Children&apos;s Psychiatric Center Day Treatment Center","1001 Yale Blvd. N.E.<br>ID: 254 CPHDTC","35.09307,-106.622112",,building
"New Mexico Children&apos;s Psychiatric Center Education Building","1001 Yale Blvd. N.E.<br>ID: 236B CPHEDU","35.092042,-106.621405",,building
"New Mexico Children&apos;s Psychiatric Center Gila Cottage","1001 Yale Blvd. N.E.<br>ID: 238 CPHGIL","35.092199,-106.621984",,building
"New Mexico Children&apos;s Psychiatric Center Jemez Office Building","1001 Yale Blvd. N.E.<br>ID: 244 CPHJEM","35.093289,-106.622544",,building
"New Mexico Children&apos;s Psychiatric Center Pecos Cottage","1001 Yale Blvd. N.E.<br>ID: 241 CPHPEC","35.092832,-106.621742",,building
"New Mexico Children&apos;s Psychiatric Center StorageShop","1001 Yale Blvd. N.E.<br>ID: 245","35.093247,-106.622864",,building
"New Mexico Law Center",,"35.088222,-106.613949",,building
"North Golf Course Clubhouse","Usage: Clubhouse<br>Constructed: 1951<br>Architect: John Gaw Meem<br>Style: Pueblo Revival<br>","35.092447,-106.620277",,building
"Northrop Hall","221 Yale Blvd. N.E.<br>Usage: Geology<br>Constructed: 1953<br>Architect: John Gaw Meem<br>Style: Pueblo Revival<br>ID: 24 NTHP","35.083105,-106.622518",,building
"Novelty Booth","1700 Avenida Cesar Chavez S.E.<br>ID: 301P","35.066829,-106.627925",,building
"Novelty Booth","1700 Avenida Cesar Chavez S.E.<br>ID: 301Q","35.06683,-106.62779",,building
"Novelty Booth","1700 Avenida Cesar Chavez S.E.<br>ID: 301U","35.066656,-106.628355",,building
"Novitski Hall","900 Yale Blvd. N.E.<br>Usage: Dental<br>Constructed: 1978<br>ID: 249 NOVH","35.090522,-106.620596",,building
"Nuclear Engineering Laboratory","1801 Redondo Dr. South N.E.<br>ID: 121 NUCL","35.082155,-106.625943",,building
"Nursing and Pharmacy","2502 Marble Ave. N.E.<br>Usage: Nursing and Pharmacy<br>Constructed: 1975<br>ID: 228 NRPH","35.089979,-106.617248",,building
Observatory,"901 Yale Blvd. N.E.<br>Constructed: 1956<br>ID: 208 OBSV","35.091046,-106.621977",,building
"Office Of Research","1717 Roma Ave. N.E.<br>ID: 26 HRPER","35.086002,-106.624442",,building
"Office Of The Medical Investigator","700 Camino De Salud N.E.<br>Usage: Research Compliance<br>Constructed: 1930<br>Architect: University of New Mexico Press offices1]<br>Style: Pueblo Revival<br>ID: 725","35.090307,-106.619709",,building
"Onate Hall","303 Girard Blvd. N.E.<br>Usage: Residence Hall, KUNM<br>Constructed: 1964<br>Style: Pueblo Revival<br>ID: 156 ONATE","35.084625,-106.613685",,building
"Ortega Hall","402 Yale Blvd. N.E.<br>Usage: Foreign Languages<br>Constructed: 1971<br>ID: 79 ORTG","35.084172,-106.621663",,building
Orthopaedics,"1101-5 Medical Arts Ave N.E.<br>ID: 423","35.089603,-106.629666",,building
"Outpatient Surgery and Imaging Center","1211 University Blvd. N.E.<br>Constructed: 2003<br>ID: 283 OSIC","35.095891,-106.627196",,building
"P.P.D. Storage","1703 Lomas Blvd. N.E.<br>ID: 274","35.090312,-106.624468",,building
"Parking And Transportation Services","1621 Central Ave. N.E.<br>ID: 125","35.081557,-106.627156",,building
"PATS Parking Facility","1500 Lomas Blvd. N.E.<br>ID: 147","35.089984,-106.627664",,building
"PATS Transportation Facility","1400 Lomas Blvd. N.E.<br>ID: 146","35.090428,-106.627236",,building
"Payroll LINK","1801 Roma Ave. N.E.<br>ID: 20 LINK","35.085934,-106.623912",,building
"Payroll LINK","608 Buena Vista Dr. N.E.<br>ID: 20A PAYRL","35.086145,-106.623865",,building
"Peace Corps","1830 Mesa Vista Rd. N.E.<br>ID: 182B","35.088338,-106.622464",,building
"Pete And Nancy Domenici Hall","1101 Yale Blvd. N.E.<br>Usage: Biomedical Research, Neuroscience<br>Constructed: 1986<br>ID: 260 DOMIN","35.095188,-106.621621",,building
"Pharmacy Programs","905 Vassar Dr. N.E.<br>Constructed: 1940<br>ID: 247 PHARM","35.089993,-106.614407",,building
"Physics And Astronomy","1919 Lomas Blvd. N.E.<br>Constructed: 1952<br>ID: 207 PANDA","35.088649,-106.620486",,building
"Planning And Campus Development - PCD","1841 Lomas Blvd. N.E.<br>Constructed: 1950<br>ID: 203","35.08912,-106.622371",,building
"PPD Annex","1601 Central Ave. N.E.<br>ID: 127","35.082425,-106.628072",,building
"Project Link Service Center","Constructed: 1938<br>Architect: John Gaw Meem<br>Style: Pueblo Revival<br>","35.08604,-106.623865",,building
Psychiatry,"915 Vassar Dr. N.E.<br>Constructed: 1940<br>ID: 268","35.090144,-106.614384",,building
"Psychology Clinic","Usage: Agora Crisis Center<br>Style: Pueblo Revival<br>","35.086484,-106.624343",,building
"Pump House","ID: 85A","35.084354,-106.621333",,building
"R.O. Anderson Graduate School Of Management","1920 Las Lomas Rd. N.E.<br>Constructed: 1987<br>ID: 87 GSM","35.086702,-106.620904",,building
"R.O. Anderson School Of Management","1924 Las Lomas Rd. N.E.<br>Constructed: 1968<br>ID: 76 ASM","35.086347,-106.619734",,building
"Randy Briggs Indoor Tennis Dome","1420 University Blvd. S.E.<br>ID: 311A BRIGGS","35.064632,-106.63026",,building
"Redondo Village Student Residences","300 Redondo Dr. East N.E.<br>Usage: Residence Hall<br>Constructed: 2001<br>Style: Pueblo Revival<br>ID: 193A","35.083088,-106.614266",,building
"Redondo Village Student Residences","300 Redondo Dr. East N.E.<br>ID: 193B","35.082727,-106.614276",,building
"Redondo Village Student Residences","300 Redondo Dr. East N.E.<br>ID: 193C","35.082317,-106.614151",,building
"Redondo Village Student Residences","300 Redondo Dr. East N.E.<br>ID: 193D","35.082125,-106.614383",,building
"Redondo Village Student Residences","300 Redondo Dr. East N.E.<br>ID: 193E","35.082324,-106.614692",,building
"Regener Hall","1911 Redondo Dr. South N.E.<br>Usage: Physics<br>Constructed: 1972<br>ID: 35 REGH","35.082672,-106.624765",,building
"Rehab Services","1025 Medical Arts Ave N.E.<br>ID: 421","35.09037,-106.630667",,building
